          10            5   			 8.853242620020403169e-11   			 1.061648116549574788e-10   			 -1.763238545475344711e-11
           9            6   			 1.659982991253825229e-11   			 1.960173645153165618e-11   			 -3.001906538993403890e-12
           8            7   			 2.401046826634996670e-12   			 2.808423890203794809e-12   			 -4.073770635687981389e-13
           7            8   			 2.701177679964371575e-13   			 3.140573400568044500e-13   			 -4.393957206036729249e-14
           6            9   			 2.363530469968824121e-14   			 2.737721989372153526e-14   			 -3.741915194033294050e-15
           5           10   			 1.595383067228955705e-15   			 1.843893529854518700e-15   			 -2.485104626255629950e-16
           4           11   			 8.158208866511704833e-17   			 9.418745244681877720e-17   			 -1.260536378170172887e-17
           3           12   			 3.059328324941887732e-18   			 3.531089229103385313e-18   			 -4.717609041614975811e-19
           2           13   			 7.942486997445285418e-20   			 9.166553022483895851e-20   			 -1.224066025038610433e-20
           1           14   			 1.276471124589420327e-21   			 1.456583352009635996e-21   			 -1.801122274202156690e-22
           0           15   			 9.573533434420652777e-24   			 1.810492745151105794e-24   			 7.763040689269546983e-24
          16            0   			 4.544456188173557153e-09   			 6.990556577204223532e-10   			 3.845400530453134800e-09
          15            1   			 8.180021138712397605e-09   			 1.459222409782128217e-08   			 -6.412202959108884565e-09
          14            2   			 6.901892835788583277e-09   			 9.613587942685205570e-09   			 -2.711695106896622293e-09
          13            3   			 3.623493738789004369e-09   			 4.591512271284935100e-09   			 -9.680185324959307311e-10
          12            4   			 1.324839898244729461e-09   			 1.606428309160654936e-09   			 -2.815884109159254750e-10
          11            5   			 3.577067725260769343e-10   			 4.236446113546246162e-10   			 -6.593783882854768188e-11
          10            6   			 7.377702183350335600e-11   			 8.618357906359575639e-11   			 -1.240655723009240039e-11
           9            7   			 1.185702136609875189e-11   			 1.373432653489163667e-11   			 -1.877305168792884780e-12
           8            8   			 1.500654266646873606e-12   			 1.729059611669767254e-12   			 -2.284053450228936480e-13
           7            9   			 1.500654266646873148e-13   			 1.723406380368063837e-13   			 -2.227521137211906889e-14
           6           10   			 1.181765234984411700e-14   			 1.354623721174495436e-14   			 -1.728584861900837360e-15
           5           11   			 7.251741214677072192e-16   			 8.305117026405284905e-16   			 -1.053375811728212713e-16
           4           12   			 3.399253694379876409e-17   			 3.892535240367429873e-17   			 -4.932815459875534637e-18
           3           13   			 1.176664740362264706e-18   			 1.348019233227595724e-18   			 -1.713544928653310180e-19
           2           14   			 2.836602499087601688e-20   			 3.251123708678885558e-20   			 -4.145212095912838700e-21
           1           15   			 4.254903748631401955e-22   			 4.821881741512913966e-22   			 -5.669779928815120112e-23
           0           16   			 2.991729198256453936e-24   			 5.624026556799842340e-25   			 2.429326542576469702e-24
          17            0   			 1.188093121091126396e-08   			 1.750540474182960915e-09   			 1.013039073672830304e-08
          16            1   			 2.272228094086777883e-08   			 3.861978785307132656e-08   			 -1.589750691220354773e-08
          15            2   			 2.045005284678099557e-08   			 2.772085898762016282e-08   			 -7.270806140839167249e-09
          14            3   			 1.150315472631430488e-08   			 1.431501684156264643e-08   			 -2.811862115248341550e-09
          13            4   			 4.529367173486255807e-09   			 5.417463580929136685e-09   			 -8.880964074428808778e-10
          12            5   			 1.324839898244729461e-09   			 1.551478478839170429e-09   			 -2.266385805944409680e-10
          11            6   			 2.980889771050640968e-10   			 3.448150582255993595e-10   			 -4.672608112053526270e-11
          10            7   			 5.269787273821668400e-11   			 6.050136019001986307e-11   			 -7.803487451803179069e-12
           9            8   			 7.410638353811723322e-12   			 8.468276676691332565e-12   			 -1.057638322879609243e-12
           8            9   			 8.336968148038186980e-13   			 9.499694719470292791e-13   			 -1.162726571432105811e-13
           7           10   			 7.503271333234363453e-14   			 8.536078690654327712e-14   			 -1.032807357419964259e-14
           6           11   			 5.371660159020053778e-15   			 6.106825125865547793e-15   			 -7.351649668454940151e-16
           5           12   			 3.021558839448779543e-16   			 3.435061533720887869e-16   			 -4.135026942721083260e-17
           4           13   			 1.307405267069183449e-17   			 1.487113499952195037e-17   			 -1.797082328830115880e-18
           3           14   			 4.202374072722373582e-19   			 4.784520403904455830e-19   			 -5.821463311820822480e-20
           2           15   			 9.455341663625340882e-21   			 1.077382135320599780e-20   			 -1.318479689580656919e-21
           1           16   			 1.329657421447313086e-22   			 1.497985084060246060e-22   			 -1.683276626129329740e-23
           0           17   			 8.799203524283686151e-25   			 1.645580584098627310e-25   			 7.153622940185058841e-25
          18            0   			 2.933563261953399780e-08   			 4.156621296182089483e-09   			 2.517901132335190832e-08
          17            1   			 5.940465605455630170e-08   			 9.665607530890061294e-08   			 -3.725141925434431124e-08
          16            2   			 5.680570235216945140e-08   			 7.514690544384508534e-08   			 -1.834120309167563394e-08
          15            3   			 3.408342141130165755e-08   			 4.172888078632000059e-08   			 -7.645459375018343041e-09
          14            4   			 1.437894340789288219e-08   			 1.698614277973614065e-08   			 -2.607199371843258460e-09
          13            5   			 4.529367173486255807e-09   			 5.249938961534250124e-09   			 -7.205717880479943169e-10
          12            6   			 1.104033248537274495e-09   			 1.265650391301993173e-09   			 -1.616171427647186780e-10
          11            7   			 2.129206979321886452e-10   			 2.424597982744975990e-10   			 -2.953910034230895378e-11
          10            8   			 3.293617046138544257e-11   			 3.735110290146313125e-11   			 -4.414932440077688681e-12
           9            9   			 4.117021307673179763e-12   			 4.657379279416968304e-12   			 -5.403579717437885408e-13
           8           10   			 4.168484074019092218e-13   			 4.709314896697094635e-13   			 -5.408308226780024170e-14
           7           11   			 3.410577878742892856e-14   			 3.851096984858445825e-14   			 -4.405191061155529689e-15
           6           12   			 2.238191732925022009e-15   			 2.527548882981013552e-15   			 -2.893571500559915430e-16
           5           13   			 1.162138015172607707e-16   			 1.313159641789417953e-16   			 -1.510216266168102460e-17
           4           14   			 4.669304525247083340e-18   			 5.281313388159101402e-18   			 -6.120088629120180618e-19
           3           15   			 1.400791357574124812e-19   			 1.586449141491610381e-19   			 -1.856577839174855690e-20
           2           16   			 2.954794269882918970e-21   			 3.349967248686359462e-21   			 -3.951729788034404919e-22
           1           17   			 3.910757121903861175e-23   			 4.383413899032395207e-23   			 -4.726567771285340321e-24
           0           18   			 2.444223201189912903e-25   			 4.550367991032976952e-26   			 1.989186402086615208e-25
          19            0   			 6.862136285271112003e-08   			 9.382621281477500340e-09   			 5.923874157123361969e-08
          18            1   			 1.466781630976699442e-07   			 2.293985897812273898e-07   			 -8.272042668355744560e-08
          17            2   			 1.485116401363907655e-07   			 1.921803793371255985e-07   			 -4.366873920073483299e-08
          16            3   			 9.467617058694908083e-08   			 1.142095906790483321e-07   			 -1.953342009209925127e-08
          15            4   			 4.260427676412707518e-08   			 4.976145925232216835e-08   			 -7.157182488195093170e-09
          14            5   			 1.437894340789288219e-08   			 1.650968351549271945e-08   			 -2.130740107599837259e-09
          13            6   			 3.774472644571879648e-09   			 4.291207487722203055e-09   			 -5.167348431503234071e-10
          12            7   			 7.885951775266246563e-10   			 8.912270565454204255e-10   			 -1.026318790187957692e-10
          11            8   			 1.330754362076179641e-10   			 1.498502021334373204e-10   			 -1.677476592581935630e-11
          10            9   			 1.829787247854746871e-11   			 2.056072558496379512e-11   			 -2.262853106416326409e-12
           9           10   			 2.058510653836589254e-12   			 2.310558507773110935e-12   			 -2.520478539365216811e-13
           8           11   			 1.894765488190496673e-13   			 2.126025196460986458e-13   			 -2.312597082704897851e-14
           7           12   			 1.421074116142871771e-14   			 1.594860603503058615e-14   			 -1.737864873601868440e-15
           6           13   			 8.608429742019316835e-16   			 9.667514741761488188e-16   			 -1.059084999742171352e-16
           5           14   			 4.150492911330741450e-17   			 4.665863212272967773e-17   			 -5.153703009422263229e-18
           4           15   			 1.556434841749028096e-18   			 1.752007584424803432e-18   			 -1.955727426757753361e-19
           3           16   			 4.377472992419139954e-20   			 4.935171875368150129e-20   			 -5.576988829490101752e-21
           2           17   			 8.690571382008583334e-22   			 9.809981154329864471e-22   			 -1.119409772321281137e-22
           1           18   			 1.086321422751072585e-23   			 1.212181502270041136e-23   			 -1.258600795189685510e-24
           0           19   			 6.432166318920822500e-26   			 1.192667160002449814e-26   			 5.239499158918372686e-26
          20            0   			 1.524919174504692072e-07   			 2.018057491020633143e-08   			 1.323113425402628758e-07
          19            1   			 3.431068142635554955e-07   			 5.176022892166045290e-07   			 -1.744954749530490335e-07
          18            2   			 3.666954077441748885e-07   			 4.651085075344166607e-07   			 -9.841309979024177220e-08
          17            3   			 2.475194002273179299e-07   			 2.945725043994330108e-07   			 -4.705310417211508092e-08
          16            4   			 1.183452132336863601e-07   			 1.367909985642967849e-07   			 -1.844578533061042480e-08
          15            5   			 4.260427676412707518e-08   			 4.849184484205574026e-08   			 -5.887568077928665079e-09
          14            6   			 1.198245283991073455e-08   			 1.351818225461584990e-08   			 -1.535729414705115350e-09
          13            7   			 2.696051888979914093e-09   			 3.025523760146084303e-09   			 -3.294718711661702101e-10
          12            8   			 4.928719859541406357e-10   			 5.513501698737053114e-10   			 -5.847818391956467569e-11
          11            9   			 7.393079789312109367e-11   			 8.255315781146583919e-11   			 -8.622359918344745522e-12
          10           10   			 9.148936239273731567e-12   			 1.020706737204363582e-11   			 -1.058131132769904253e-12
           9           11   			 9.356866608348134010e-13   			 1.043702799244382660e-12   			 -1.080161384095692590e-13
           8           12   			 7.894856200793734734e-14   			 8.809039423810633009e-14   			 -9.141832230168982751e-15
           7           13   			 5.465669677472584631e-15   			 6.102951519205782132e-15   			 -6.372818417331975012e-16
           6           14   			 3.074439193578327173e-16   			 3.436502191161697090e-16   			 -3.620629975833699170e-17
           5           15   			 1.383497637110247431e-17   			 1.548470280760683415e-17   			 -1.649726436504359839e-18
           4           16   			 4.863858880465712710e-19   			 5.452329761176013726e-19   			 -5.884708807103010162e-20
           3           17   			 1.287492056593864415e-20   			 1.445775116378539548e-20   			 -1.582830597846751329e-21
           2           18   			 2.414047606113495452e-22   			 2.714571764950129763e-22   			 -3.005241588366343112e-23
           1           19   			 2.858740586187032706e-24   			 3.177342598723216699e-24   			 -3.186020125361839930e-25
           0           20   			 1.608041579730205748e-26   			 2.970996506884270466e-27   			 1.310941929041778701e-26
          21            0   			 3.227342168263899530e-07   			 4.144701508537453919e-08   			 2.812872017410154138e-07
          20            1   			 7.624595872523458037e-07   			 1.112886597166170434e-06   			 -3.504270099138246303e-07
          19            2   			 8.577670356588888038e-07   			 1.068234488444456143e-06   			 -2.104674527855673392e-07
          18            3   			 6.111590129069581161e-07   			 7.183449677406758290e-07   			 -1.071859548337177129e-07
          17            4   			 3.093992502841474360e-07   			 3.541874964229441946e-07   			 -4.478824613879675861e-08
          16            5   			 1.183452132336863601e-07   			 1.336093695633765112e-07   			 -1.526415632969015109e-08
          15            6   			 3.550356397010589418e-08   			 3.976650188972656522e-08   			 -4.262937919620671040e-09
          14            7   			 8.558894885650524866e-09   			 9.541666445208567196e-09   			 -9.827715595580423303e-10
          13            8   			 1.685032430612447079e-09   			 1.873327801896117536e-09   			 -1.882953712836704570e-10
          12            9   			 2.738177699745225846e-10   			 3.039531379051784398e-10   			 -3.013536793065585521e-11
          11           10   			 3.696539894656053557e-11   			 4.100631141977518969e-11   			 -4.040912473214654121e-12
          10           11   			 4.158607381488060265e-12   			 4.612977465608674114e-12   			 -4.543700841206138491e-13
           9           12   			 3.898694420145055144e-13   			 4.326461596564807337e-13   			 -4.277671764197521930e-14
           8           13   			 3.036483154151436936e-14   			 3.372278632094536773e-14   			 -3.357954779430998369e-15
           7           14   			 1.952024884811637198e-15   			 2.170230777563923192e-15   			 -2.182058927522859940e-16
           6           15   			 1.024813064526109266e-16   			 1.140884655603020929e-16   			 -1.160715910769116630e-17
           5           16   			 4.323430115969523140e-18   			 4.820544370153653722e-18   			 -4.971142541841305819e-19
           4           17   			 1.430546729548738724e-19   			 1.597802595333996040e-19   			 -1.672558657852573160e-20
           3           18   			 3.576366823871845720e-21   			 4.002011709660600776e-21   			 -4.256448857887550560e-22
           2           19   			 6.352756858193408168e-23   			 7.119346959712335758e-23   			 -7.665901015189275896e-24
           1           20   			 7.146851465467582310e-25   			 7.915298733875036648e-25   			 -7.684472684074543380e-26
           0           21   			 3.828670427929060971e-27   			 7.051011225167711326e-28   			 3.123569305412289838e-27
          22            0   			 6.519883168209899746e-07   			 8.144281288819521664e-08   			 5.705455039327947580e-07
          21            1   			 1.613671084131949272e-06   			 2.284945453929110543e-06   			 -6.712743697971612710e-07
          20            2   			 1.906148968130864654e-06   			 2.334265725552819851e-06   			 -4.281167574219551970e-07
          19            3   			 1.429611726098147933e-06   			 1.661132151746975150e-06   			 -2.315204256488272170e-07
          18            4   			 7.639487661336977036e-07   			 8.667247520742923513e-07   			 -1.027759859405946477e-07
          17            5   			 3.093992502841474360e-07   			 3.466643704625369402e-07   			 -3.726512017838950420e-08
          16            6   			 9.862101102807196169e-08   			 1.097194105724067376e-07   			 -1.109839954433477591e-08
          15            7   			 2.535968855007563925e-08   			 2.809679410642621907e-08   			 -2.737105556350579820e-09
          14            8   			 5.349309303531580488e-09   			 5.912510264158359161e-09   			 -5.632009606267786731e-10
          13            9   			 9.361291281180261866e-10   			 1.033388381398948983e-09   			 -9.725925328092279632e-11
          12           10   			 1.369088849872612505e-10   			 1.510605338993152424e-10   			 -1.415164891205399189e-11
          11           11   			 1.680245406661842712e-11   			 1.854077290476424719e-11   			 -1.738318838145820069e-12
          10           12   			 1.732753075620024802e-12   			 1.912986300957628357e-12   			 -1.802332253376035549e-13
           9           13   			 1.499497853901944532e-13   			 1.656859744824394947e-13   			 -1.573618909224504151e-14
           8           14   			 1.084458269339798811e-14   			 1.199596054676018189e-14   			 -1.151377853362193780e-15
           7           15   			 6.506749616038791983e-16   			 7.207211501772012344e-16   			 -7.004618857332203613e-17
           6           16   			 3.202540826644091396e-17   			 3.552746625809136149e-17   			 -3.502057991650447533e-18
           5           17   			 1.271597092932212414e-18   			 1.413062626091330325e-18   			 -1.414655331591179110e-19
           4           18   			 3.973740915413163257e-20   			 4.424070511501332685e-20   			 -4.503295960881694279e-21
           3           19   			 9.411491641768013692e-22   			 1.049883270285876499e-21   			 -1.087341061090751298e-22
           2           20   			 1.588189214548352163e-23   			 1.774422558578180807e-23   			 -1.862333440298286440e-24
           1           21   			 1.701631301301805164e-25   			 1.878600124601063851e-25   			 -1.769688232992586869e-26
           0           22   			 8.701523699838775897e-28   			 1.597823272044110475e-28   			 7.103700427794665422e-28
          23            0   			 1.259880805451188830e-06   			 1.533891672485502485e-07   			 1.106491638202638581e-06
          22            1   			 3.259941584104948879e-06   			 4.488665670164263199e-06   			 -1.228724086059314320e-06
          21            2   			 4.034177710329873488e-06   			 4.864178886934690959e-06   			 -8.300011766048174709e-07
          20            3   			 3.176914946884774262e-06   			 3.652229996114596448e-06   			 -4.753150492298221859e-07
          19            4   			 1.787014657622685053e-06   			 2.010515394504786940e-06   			 -2.235007368821018870e-07
          18            5   			 7.639487661336977036e-07   			 8.498904841743309216e-07   			 -8.594171804063321798e-08
          17            6   			 2.578327085701228502e-07   			 2.850318312692360157e-07   			 -2.719912269911316549e-08
          16            7   			 7.044357930576568847e-08   			 7.759126839460424456e-08   			 -7.147689088838556093e-09
          15            8   			 1.584980534379728178e-08   			 1.742230129115893926e-08   			 -1.572495947361657480e-09
          14            9   			 2.971838501961989261e-09   			 3.263362922786184783e-09   			 -2.915244208241955220e-10
          13           10   			 4.680645640590129505e-10   			 5.138218573857845668e-10   			 -4.575729332677161630e-11
          12           11   			 6.223131135784602988e-11   			 6.832900476672433951e-11   			 -6.097693408878309631e-12
          11           12   			 7.001022527757676722e-12   			 7.691571986503633033e-12   			 -6.905494587459563115e-13
          10           13   			 6.664434906230865718e-13   			 7.328353624466125515e-13   			 -6.639187182352597974e-14
           9           14   			 5.355349478221230006e-14   			 5.895593977417932367e-14   			 -5.402444991967023609e-15
           8           15   			 3.614860897799330105e-15   			 3.984904494475628515e-15   			 -3.700435966762984099e-16
